

--------------------------------------
---

# Intro

| Script Line | Visual Guide |
| After years of remakes and sequels, the studio tried the one thing it was built to do: tell a story that was entirely its own. And audiences handed it the worst opening in Pixar's history. | `[B-ROLL]:` Elio footage; empty cinema seats. `[SEARCH TERMS]:` Elio Pixar original, Elio worst Pixar opening, Pixar original story flop, Elio box office. `[SOURCES]:` ▶️(Elio crash lands with lowest opening weekend (AOL)) |
| Last June, Pixar released *Elio* — an original sci-fi adventure with a 150-million-dollar budget, on more than 3,700 screens. | `[CONTEXT]:` Yaha per Elio (June 2025) ki detail hai — $150M budget, 3,700+ screens — Pixar ki original sci-fi film. `[IMAGE]:` *Elio* (2025) poster. `[B-ROLL]:` Elio trailer footage. `[SEARCH TERMS]:` Elio 2025 poster, Elio Pixar trailer, Elio sci fi adventure, Elio 150 million budget. `[TEXT OVERLAY]:` June 2025 — *Elio* · $150M Budget. `[SOURCES]:` ▶️(Elio crash lands with lowest opening weekend (AOL)) |
| It was completely new: no sequel, no remake, no built-in audience waiting for it. And it opened to just 21 million dollars, the lowest debut in Pixar's thirty-year history, landing in third place behind a horror sequel and a live-action remake. | `[CONTEXT]:` Yaha per Elio ka opening data hai — sirf $21M, Pixar ke 30 saal me sab se kam opening, third place par (aage ek horror sequel aur ek live-action remake thay). `[B-ROLL]:` Box-office chart graphic; Elio sparse cinema footage. `[SEARCH TERMS]:` Elio opening weekend 21 million, Elio lowest Pixar debut, Elio third place box office, Pixar worst opening history. `[TEXT OVERLAY]:` $21M — Lowest Pixar Opening Ever. `[SOURCES]:` ▶️(Elio crash lands with lowest opening weekend (AOL)) |
| A year before that, Pixar's sequel, *Inside Out 2*, had opened to more than seven times that figure, on its way to 1.69 billion dollars worldwide. | `[CONTEXT]:` Yaha per Inside Out 2 (June 2024) se comparison ho raha hai — Pixar ka sequel jisne Elio se 7 guna zyada opening kiya aur $1.69 billion kamaye. `[IMAGE]:` *Inside Out 2* (2024) poster. `[B-ROLL]:` Inside Out 2 trailer footage; packed cinema. `[SEARCH TERMS]:` Inside Out 2 poster, Inside Out 2 box office 1.69 billion, Inside Out 2 opening weekend, Inside Out 2 trailer. `[TEXT OVERLAY]:` *Inside Out 2* — $1.69 Billion Worldwide. `[SOURCES]:` ▶️(Elio Box Office Flop — Pixar Original Movies Fail (Variety)) |
| So the math was now impossible to ignore: the very same studio, in the very same moment, was rewarded enormously for repeating itself, and punished brutally for inventing. | `[B-ROLL]:` Side-by-side of Inside Out 2 (sequel, hit) vs Elio (original, flop) posters and box-office bars. `[SEARCH TERMS]:` Pixar sequel vs original box office, Inside Out 2 vs Elio, Pixar original films struggle, Pixar sequels success. `[TEXT OVERLAY]:` Sequel = Reward · Original = Punishment. `[SOURCES]:` ▶️(Elio Box Office Flop — Pixar Original Movies Fail (Variety)) |
| And this went beyond Pixar — across the entire industry in 2024, not one of the twenty highest-grossing films was an original story. | `[CONTEXT]:` Yaha per industry-wide trend ka zikr hai — 2024 ki top 20 highest-grossing films me se ek bhi original story nahi thi (sab sequels, remakes, ya adaptations). `[IMAGE]:` Graphic/list of 2024's top 20 grossing films (all sequels/remakes/IP). `[B-ROLL]:` Montage of 2024 blockbuster posters. `[SEARCH TERMS]:` 2024 top grossing films all sequels, no original films top 20 2024, Hollywood originality crisis 2024, highest grossing 2024 movies list. `[TEXT OVERLAY]:` 2024 — 0 of Top 20 Were Original. `[SOURCES]:` ▶️(Pixar's 'Elio' is emblematic of a bigger headwind for Hollywood (CNBC)) |
| So strip away the years, and the corporation Pixar dreamed up in *WALL-E* looks less like science fiction and more like an org chart. The company it imagined automated something stranger than machines — it automated imagination itself, turning original art into a tidy product line of sequels and remakes, fed to people on an endless loop. | `[CONTEXT]:` Yaha per script wapas WALL-E ki Buy n Large theory par aati hai — Disney ab us corporation jaisa lagta hai jisne "imagination" hi ko automate kar diya. `[B-ROLL]:` Split screen — Buy n Large logo / Axiom footage beside Disney's remake-and-sequel poster wall. `[IMAGE]:` Buy n Large logo next to Disney logo. `[SEARCH TERMS]:` WALL-E Buy n Large logo, Disney remakes sequels wall, Buy n Large automation, Disney sequel product line. `[TEXT OVERLAY]:` Automating Imagination. `[SOURCES]:` ▶️([Buy n Large |
| Sixteen years later, that corporation has a name. It's Disney. | `[B-ROLL]:` Disney logo dissolving into / morphing with the Buy n Large logo. `[IMAGE]:` Disney castle logo beside Buy n Large logo. `[SEARCH TERMS]:` Disney logo, Buy n Large logo WALL-E, Disney castle intro, WALL-E corporation Disney. `[TEXT OVERLAY]:` Buy n Large = Disney. `[SOURCES]:` ▶️([Buy n Large |
| And the pattern shows no sign of stopping. Pixar's upcoming slate is *Toy Story 5* and *Incredibles 3*; Disney's is another wave of live-action remakes already in production. | `[CONTEXT]:` Yaha per Pixar/Disney ki future slate ki baat hai — Toy Story 5 aur Incredibles 3 (sequels), aur Disney ke mazeed live-action remakes pipeline me. `[IMAGE]:` Toy Story 5 and Incredibles 3 logos/announcement art; upcoming Disney remake announcements. `[B-ROLL]:` Toy Story and Incredibles footage; Disney remake announcement coverage. `[SEARCH TERMS]:` Toy Story 5 announcement, Incredibles 3 Pixar, Disney upcoming live action remakes, Disney sequel slate 2026. `[TEXT OVERLAY]:` Next Up: Toy Story 5 · Incredibles 3 · More Remakes. `[SOURCES]:` ▶️(Pixar's 'Elio' is emblematic of a bigger headwind for Hollywood (CNBC)) |
| The studio once built to chase new ideas now greenlights the familiar ones on a schedule — and audiences, much like the passengers drifting through the Axiom, mostly just keep buying. | `[CONTEXT]:` Yaha per closing metaphor hai — audience WALL-E ke Axiom passengers ki tarah, screens me khoye, bas khareedte rehte hain. `[B-ROLL]:` WALL-E Axiom hover-chair passengers glued to screens, intercut with real audiences scrolling/streaming. `[IMAGE]:` WALL-E Axiom passengers still. `[SEARCH TERMS]:` WALL-E Axiom passengers screens, WALL-E humans hover chairs, WALL-E consumers passive, Axiom cruise people. `[TEXT OVERLAY]:` They mostly just keep buying. `[SOURCES]:` ▶️([Buy n Large |

**Section 3 sources**
[1] Pixar's Lightyear disappoints at the box office (AOL) — https://www.aol.com/news/pixars-lightyear-disappoints-box-office-155116126.html
[2] Disney Suffers Worst Box Office Flop of 2023 (The Direct) — https://thedirect.com/article/disney-box-office-flop-2023-data
[3] Ranking of biggest box office bombs worldwide (Statista) — https://www.statista.com/statistics/1464682/ranking-biggest-box-office-bomb-worldwide/
[4] Disney Plus and Hulu shows could be removed (TechRadar) — https://www.techradar.com/news/disney-plus-could-lose-more-movies-and-tv-shows-after-recent-content-purge
[5] Walt Disney's Pixar Animation eliminates 75 positions (NBC News) — https://www.nbcnews.com/news/us-news/walt-disneys-pixar-animation-eliminates-75-positions-rcna87582
[6] Pixar cuts staff in retreat from streaming (Malay Mail) — https://www.malaymail.com/news/money/2024/05/22/pixar-cuts-staff-in-retreat-from-streaming/135774
[7] Elio crash lands with lowest opening weekend (AOL) — https://www.aol.com/elio-crash-lands-lowest-opening-185258654.html
[8] Elio Box Office Flop — Pixar Original Movies Fail (Variety) — https://variety.com/2025/film/box-office/elio-box-office-flop-pixar-original-movies-fail-1236437644/
[9] Pixar's 'Elio' is emblematic of a bigger headwind for Hollywood (CNBC) — https://www.cnbc.com/2025/06/26/pixars-elio-is-emblematic-of-a-bigger-headwind-for-hollywood.html
[10] Buy n Large | Disney Wiki — https://disney.fandom.com/wiki/Buy_n_Large
